sample_name,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,collection_latitude,collection_longitude,collection_date,collection_depth
POC_394_TP2,POC-394-TP2_S90_L001_R1_001.fastq.gz,POC-394-TP2_S90_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_394_TP4,POC-394-TP4_S203_L001_R1_001.fastq.gz,POC-394-TP4_S203_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20201031,2
POC_395_TP1,POC-395-TP1_S155_L001_R1_001.fastq.gz,POC-395-TP1_S155_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200106,2
POC_395_TP2,POC-395-TP2_S85_L001_R1_001.fastq.gz,POC-395-TP2_S85_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200304,2
POC_395_TP3,POC-395-TP3_S292_L001_R1_001.fastq.gz,POC-395-TP3_S292_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.4815,-149.84908,20200908,2
POC_40_TP1,POC-40-TP1_S152_L001_R1_001.fastq.gz,POC-40-TP1_S152_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_40_TP2,POC-40-TP2_S57_L001_R1_001.fastq.gz,POC-40-TP2_S57_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_40_TP3,POC-40-TP3_S296_L001_R1_001.fastq.gz,POC-40-TP3_S296_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_40_TP4,POC-40-TP4_S222_L001_R1_001.fastq.gz,POC-40-TP4_S222_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_41_TP2,POC-41-TP2_S65_L001_R1_001.fastq.gz,POC-41-TP2_S65_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_42_TP1,POC-42-TP1_S172_L001_R1_001.fastq.gz,POC-42-TP1_S172_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_42_TP2,POC-42-TP2_S79_L001_R1_001.fastq.gz,POC-42-TP2_S79_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_42_TP3,POC-42-TP3_S316_L001_R1_001.fastq.gz,POC-42-TP3_S316_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_42_TP4,POC-42-TP4_S211_L001_R1_001.fastq.gz,POC-42-TP4_S211_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_43_TP1,POC-43-TP1_S161_L001_R1_001.fastq.gz,POC-43-TP1_S161_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_43_TP2,POC-43-TP2_S63_L001_R1_001.fastq.gz,POC-43-TP2_S63_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_43_TP3,POC-43-TP3_S307_L001_R1_001.fastq.gz,POC-43-TP3_S307_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_43_TP4,POC-43-TP4_S219_L001_R1_001.fastq.gz,POC-43-TP4_S219_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_44_TP1,POC-44-TP1_S165_L001_R1_001.fastq.gz,POC-44-TP1_S165_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_44_TP2,POC-44-TP2_S93_L001_R1_001.fastq.gz,POC-44-TP2_S93_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_44_TP4,POC-44-TP4_S205_L001_R1_001.fastq.gz,POC-44-TP4_S205_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_45_TP1,POC-45-TP1_S175_L001_R1_001.fastq.gz,POC-45-TP1_S175_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_45_TP2,POC-45-TP2_S81_L001_R1_001.fastq.gz,POC-45-TP2_S81_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_45_TP3,POC-45-TP3_S309_L001_R1_001.fastq.gz,POC-45-TP3_S309_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_45_TP4,POC-45-TP4_S208_L001_R1_001.fastq.gz,POC-45-TP4_S208_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_47_TP1,POC-47-TP1_S147_L001_R1_001.fastq.gz,POC-47-TP1_S147_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_47_TP2,POC-47-TP2_S80_L001_R1_001.fastq.gz,POC-47-TP2_S80_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_47_TP3,POC-47-TP3_S365_L001_R1_001.fastq.gz,POC-47-TP3_S365_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_47_TP4,POC-47-TP4_S206_L001_R1_001.fastq.gz,POC-47-TP4_S206_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_48_TP1,POC-48-TP1_S163_L001_R1_001.fastq.gz,POC-48-TP1_S163_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_48_TP2,POC-48-TP2_S5_L001_R1_001.fastq.gz,POC-48-TP2_S5_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_48_TP3,POC-48-TP3_S310_L001_R1_001.fastq.gz,POC-48-TP3_S310_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_48_TP4,POC-48-TP4_S201_L001_R1_001.fastq.gz,POC-48-TP4_S201_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_50_TP1,POC-50-TP1_S154_L001_R1_001.fastq.gz,POC-50-TP1_S154_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_50_TP2,POC-50-TP2_S240_L001_R1_001.fastq.gz,POC-50-TP2_S240_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_50_TP3,POC-50-TP3_S405_L001_R1_001.fastq.gz,POC-50-TP3_S405_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_50_TP4,POC-50-TP4_S213_L001_R1_001.fastq.gz,POC-50-TP4_S213_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_52_TP1,POC-52-TP1_S95_L001_R1_001.fastq.gz,POC-52-TP1_S95_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_52_TP2,POC-52-TP2_S60_L001_R1_001.fastq.gz,POC-52-TP2_S60_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_52_TP3,POC-52-TP3_S299_L001_R1_001.fastq.gz,POC-52-TP3_S299_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_52_TP4,POC-52-TP4_S216_L001_R1_001.fastq.gz,POC-52-TP4_S216_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_53_TP1,POC-53-TP1_S148_L001_R1_001.fastq.gz,POC-53-TP1_S148_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_53_TP2,POC-53-TP2_S67_L001_R1_001.fastq.gz,POC-53-TP2_S67_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_53_TP3,POC-53-TP3_S387_L001_R1_001.fastq.gz,POC-53-TP3_S387_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_55_TP1,POC-55-TP1_S239_L001_R1_001.fastq.gz,POC-55-TP1_S239_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_55_TP2,POC-55-TP2_S61_L001_R1_001.fastq.gz,POC-55-TP2_S61_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_55_TP3,POC-55-TP3_S302_L001_R1_001.fastq.gz,POC-55-TP3_S302_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_55_TP4,POC-55-TP4_S224_L001_R1_001.fastq.gz,POC-55-TP4_S224_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_56_TP1,POC-56-TP1_S167_L001_R1_001.fastq.gz,POC-56-TP1_S167_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_56_TP2,POC-56-TP2_S87_L001_R1_001.fastq.gz,POC-56-TP2_S87_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_57_TP1,POC-57-TP1_S151_L001_R1_001.fastq.gz,POC-57-TP1_S151_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_57_TP2,POC-57-TP2_S58_L001_R1_001.fastq.gz,POC-57-TP2_S58_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_57_TP3,POC-57-TP3_S426_L001_R1_001.fastq.gz,POC-57-TP3_S426_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_57_TP4,POC-57-TP4_S217_L001_R1_001.fastq.gz,POC-57-TP4_S217_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_68_TP1,POC-68-TP1_S475_L001_R1_001.fastq.gz,POC-68-TP1_S475_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200110,2
POC_68_TP2,POC-68-TP2_S77_L001_R1_001.fastq.gz,POC-68-TP2_S77_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200305,2
POC_68_TP3,POC-68-TP3_S397_L001_R1_001.fastq.gz,POC-68-TP3_S397_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20200911,2
POC_68_TP4,POC-68-TP4_S234_L001_R1_001.fastq.gz,POC-68-TP4_S234_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,-17.476872,-149.80594,20201101,2
POC_83_TP2,POC-83-TP2_S308_L001_R1_001.fastq.gz,POC-83-TP2_S308_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,pocilloporidae,pocillopora,verrucosa,NA,NA,NA,2
POR_206_TP2,POR-206-TP2_S440_L001_R1_001.fastq.gz,POR-206-TP2_S440_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_209_TP1,POR-209-TP1_S421_L001_R1_001.fastq.gz,POR-209-TP1_S421_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_209_TP2,POR-209-TP2_S377_L001_R1_001.fastq.gz,POR-209-TP2_S377_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_209_TP3,POR-209-TP3_S398_L001_R1_001.fastq.gz,POR-209-TP3_S398_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_209_TP4,POR-209-TP4_S324_L001_R1_001.fastq.gz,POR-209-TP4_S324_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_214_TP1,POR-214-TP1_S72_L001_R1_001.fastq.gz,POR-214-TP1_S72_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_214_TP2,POR-214-TP2_S346_L001_R1_001.fastq.gz,POR-214-TP2_S346_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_214_TP3,POR-214-TP3_S407_L001_R1_001.fastq.gz,POR-214-TP3_S407_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_214_TP4,POR-214-TP4_S325_L001_R1_001.fastq.gz,POR-214-TP4_S325_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_216_TP1,POR-216-TP1_S8_L001_R1_001.fastq.gz,POR-216-TP1_S8_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_216_TP2,POR-216-TP2_S335_L001_R1_001.fastq.gz,POR-216-TP2_S335_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_216_TP3,POR-216-TP3_S417_L001_R1_001.fastq.gz,POR-216-TP3_S417_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_216_TP4,POR-216-TP4_S280_L001_R1_001.fastq.gz,POR-216-TP4_S280_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_221_TP1,POR-221-TP1_S11_L001_R1_001.fastq.gz,POR-221-TP1_S11_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_221_TP2,POR-221-TP2_S423_L001_R1_001.fastq.gz,POR-221-TP2_S423_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_221_TP3,POR-221-TP3_S404_L001_R1_001.fastq.gz,POR-221-TP3_S404_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_221_TP4,POR-221-TP4_S264_L001_R1_001.fastq.gz,POR-221-TP4_S264_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_224_TP1,POR-224-TP1_S21_L001_R1_001.fastq.gz,POR-224-TP1_S21_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_224_TP2,POR-224-TP2_S359_L001_R1_001.fastq.gz,POR-224-TP2_S359_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_224_TP3,POR-224-TP3_S412_L001_R1_001.fastq.gz,POR-224-TP3_S412_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_224_TP4,POR-224-TP4_S330_L001_R1_001.fastq.gz,POR-224-TP4_S330_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_235_TP1,POR-235-TP1_S368_L001_R1_001.fastq.gz,POR-235-TP1_S368_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_235_TP2,POR-235-TP2_S355_L001_R1_001.fastq.gz,POR-235-TP2_S355_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_236_TP1,POR-236-TP1_S27_L001_R1_001.fastq.gz,POR-236-TP1_S27_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_236_TP2,POR-236-TP2_S358_L001_R1_001.fastq.gz,POR-236-TP2_S358_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_240_TP1,POR-240-TP1_S374_L001_R1_001.fastq.gz,POR-240-TP1_S374_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_240_TP2,POR-240-TP2_S353_L001_R1_001.fastq.gz,POR-240-TP2_S353_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_240_TP4,POR-240-TP4_S271_L001_R1_001.fastq.gz,POR-240-TP4_S271_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_242_TP1,POR-242-TP1_S17_L001_R1_001.fastq.gz,POR-242-TP1_S17_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_242_TP2,POR-242-TP2_S449_L001_R1_001.fastq.gz,POR-242-TP2_S449_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_242_TP3,POR-242-TP3_S443_L001_R1_001.fastq.gz,POR-242-TP3_S443_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_242_TP4,POR-242-TP4_S270_L001_R1_001.fastq.gz,POR-242-TP4_S270_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_245_TP1,POR-245-TP1_S380_L001_R1_001.fastq.gz,POR-245-TP1_S380_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_245_TP2,POR-245-TP2_S350_L001_R1_001.fastq.gz,POR-245-TP2_S350_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_245_TP3,POR-245-TP3_S389_L001_R1_001.fastq.gz,POR-245-TP3_S389_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_245_TP4,POR-245-TP4_S320_L001_R1_001.fastq.gz,POR-245-TP4_S320_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_251_TP1,POR-251-TP1_S441_L001_R1_001.fastq.gz,POR-251-TP1_S441_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_251_TP3,POR-251-TP3_S410_L001_R1_001.fastq.gz,POR-251-TP3_S410_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_253_TP1,POR-253-TP1_S6_L001_R1_001.fastq.gz,POR-253-TP1_S6_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_253_TP2,POR-253-TP2_S336_L001_R1_001.fastq.gz,POR-253-TP2_S336_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_253_TP3,POR-253-TP3_S393_L001_R1_001.fastq.gz,POR-253-TP3_S393_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_253_TP4,POR-253-TP4_S327_L001_R1_001.fastq.gz,POR-253-TP4_S327_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_260_TP1,POR-260-TP1_S2_L001_R1_001.fastq.gz,POR-260-TP1_S2_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_260_TP2,POR-260-TP2_S360_L001_R1_001.fastq.gz,POR-260-TP2_S360_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_260_TP3,POR-260-TP3_S391_L001_R1_001.fastq.gz,POR-260-TP3_S391_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_260_TP4,POR-260-TP4_S279_L001_R1_001.fastq.gz,POR-260-TP4_S279_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_262_TP1,POR-262-TP1_S371_L001_R1_001.fastq.gz,POR-262-TP1_S371_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_262_TP3,POR-262-TP3_S438_L001_R1_001.fastq.gz,POR-262-TP3_S438_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200910,2
POR_262_TP4,POR-262-TP4_S329_L001_R1_001.fastq.gz,POR-262-TP4_S329_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20201030,2
POR_266_TP1,POR-266-TP1_S23_L001_R1_001.fastq.gz,POR-266-TP1_S23_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200103,2
POR_266_TP2,POR-266-TP2_S345_L001_R1_001.fastq.gz,POR-266-TP2_S345_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4871,-149.88766,20200303,2
POR_338_TP1,POR-338-TP1_S28_L001_R1_001.fastq.gz,POR-338-TP1_S28_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
POR_338_TP2,POR-338-TP2_S446_L001_R1_001.fastq.gz,POR-338-TP2_S446_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200304,2
POR_338_TP3,POR-338-TP3_S399_L001_R1_001.fastq.gz,POR-338-TP3_S399_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200908,2
POR_338_TP4,POR-338-TP4_S343_L001_R1_001.fastq.gz,POR-338-TP4_S343_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20201031,2
POR_340_TP1,POR-340-TP1_S25_L001_R1_001.fastq.gz,POR-340-TP1_S25_L001_R2_001.fastq.gz,coral_field,cnidaria,anthozoa,scleractinia,poritidae,porites,lobata,-17.4815,-149.84908,20200106,2
